product_id,product_name,product_category,freshness_score,days_since_arrival,days_to_expiry,original_price,cost_price,current_stock,daily_sales,demand_level,season,discount_percentage,remaining_shelf_life_days
202712,Chicken Breast,Meat,0.88,1,3,282.07,184.7,46,24,high,winter,1.4,3
202713,Croissant,Bakery,0.83,1,1,57.0,44.06,258,50,low,summer,18.9,1
202714,Grapes,Fruits,0.7,3,4,120.06,80.39,141,63,medium,winter,10.3,4
202715,Butter,Dairy,0.5,19,12,99.92,64.03,193,68,medium,winter,7.4,12
202716,Sausage,Meat,0.77,3,7,189.21,123.57,169,9,low,winter,17.8,7
202717,Tomato,Vegetables,0.7,5,4,35.64,25.12,103,21,low,summer,14.8,4
202718,Yogurt,Dairy,0.89,0,8,62.84,47.01,85,17,low,summer,12.9,8
202719,Muffin,Bakery,0.92,1,4,36.5,24.14,211,78,medium,winter,7.0,4
202720,Banana,Fruits,0.71,4,2,51.23,40.5,301,38,low,winter,18.4,2
202721,Cheese,Dairy,0.61,8,13,210.58,161.72,228,67,medium,summer,6.7,13
202722,Papaya,Fruits,0.71,3,2,76.75,50.92,269,27,low,rainy,31.0,2
202723,Fish Fillet,Meat,0.92,0,3,348.85,246.05,56,27,medium,rainy,7.4,3
202724,Chicken Breast,Meat,0.75,3,2,272.73,196.45,138,20,low,rainy,26.4,2
202725,Chicken Breast,Meat,0.87,2,4,243.83,157.45,131,23,low,winter,14.5,4
202726,Butter,Dairy,0.72,9,20,102.05,61.56,180,41,medium,rainy,6.7,20
202727,Butter,Dairy,0.69,11,20,99.47,66.66,193,60,medium,winter,3.9,20
202728,Cucumber,Vegetables,0.93,1,7,33.64,24.98,154,82,high,winter,0.0,7
202729,Yogurt,Dairy,0.54,5,2,68.61,48.08,269,22,low,summer,28.2,2
202730,Banana,Fruits,0.91,0,6,53.44,41.05,234,51,low,rainy,8.5,6
202731,Yogurt,Dairy,0.8,2,6,68.47,49.4,102,16,low,winter,14.9,6
202732,Tomato,Vegetables,0.56,7,1,33.12,21.4,291,27,low,summer,32.9,1
202733,Orange,Fruits,0.71,6,5,95.49,75.03,176,39,low,winter,5.4,5
202734,Minced Meat,Meat,0.99,0,3,293.49,232.3,176,40,medium,rainy,3.5,3
202735,Yogurt,Dairy,0.93,0,8,63.33,38.75,243,47,low,summer,9.4,8
202736,Yogurt,Dairy,0.64,5,4,66.05,52.39,263,34,low,summer,19.1,4
202737,Cake,Bakery,0.83,3,3,281.8,197.95,208,53,medium,winter,7.5,3
202738,Cake,Bakery,0.8,3,2,259.11,166.37,247,84,medium,winter,14.9,2
202739,Mutton,Meat,0.72,4,2,737.81,560.25,54,19,medium,summer,17.4,2
202740,Cheese,Dairy,0.34,14,7,213.91,155.83,98,32,medium,rainy,11.5,7
202741,Bun,Bakery,0.86,1,3,28.87,20.9,194,65,medium,rainy,7.4,3
202742,Potato,Vegetables,0.46,15,6,32.64,20.66,281,32,low,summer,25.8,6
202743,Cheese,Dairy,0.59,9,10,205.38,127.2,156,53,medium,winter,7.7,10
202744,Minced Meat,Meat,0.83,2,2,287.11,196.98,44,42,high,winter,7.4,2
202745,Cheese,Dairy,0.13,17,4,208.77,170.53,161,38,medium,summer,18.1,4
202746,Papaya,Fruits,0.72,3,3,79.81,55.1,83,74,high,summer,4.3,3
202747,Minced Meat,Meat,0.9,1,3,314.56,245.16,107,43,medium,rainy,4.0,3
202748,Cheese,Dairy,0.6,7,13,200.55,160.65,280,37,low,summer,18.7,13
202749,Carrot,Vegetables,0.88,1,12,40.34,24.65,274,83,medium,summer,0.0,12
202750,Croissant,Bakery,0.92,0,2,55.04,38.76,214,81,medium,rainy,15.4,2
202751,Orange,Fruits,0.52,8,1,85.29,52.71,125,22,low,summer,27.7,1
202752,Muffin,Bakery,0.91,0,4,38.04,27.45,213,73,medium,summer,7.9,4
202753,Paneer,Dairy,0.64,5,2,117.38,73.73,208,36,low,rainy,22.8,2
202754,Potato,Vegetables,0.67,9,10,31.06,23.93,106,71,high,summer,0.0,10
202755,Bun,Bakery,0.85,0,2,28.18,20.45,194,59,medium,summer,14.0,2
202756,Tomato,Vegetables,0.84,1,6,36.52,24.59,221,25,low,rainy,20.4,6
202757,Chicken Breast,Meat,0.8,2,4,252.65,190.44,55,37,high,rainy,1.6,4
202758,Orange,Fruits,0.87,1,8,86.17,66.94,183,81,medium,rainy,6.1,8
202759,Butter,Dairy,0.48,20,9,98.34,63.02,250,20,low,rainy,22.5,9
202760,Cheese,Dairy,0.47,10,10,230.4,142.09,308,53,low,summer,16.4,10
202761,Bun,Bakery,0.93,1,3,27.67,18.23,196,30,low,rainy,19.6,3
202762,Orange,Fruits,0.66,7,3,85.95,53.51,134,12,low,winter,22.0,3
202763,Spinach,Vegetables,0.99,0,3,26.06,21.21,110,75,high,winter,2.3,3
202764,Carrot,Vegetables,0.7,10,3,43.15,27.21,300,40,low,winter,21.1,3
202765,Papaya,Fruits,0.64,4,2,76.68,57.26,266,77,medium,rainy,16.4,2
202766,Mutton,Meat,0.64,6,1,713.41,481.94,43,41,high,summer,14.1,1
202767,Sausage,Meat,0.87,2,8,181.02,121.29,107,45,medium,summer,1.0,8
202768,Paneer,Dairy,0.66,4,3,123.29,85.93,165,48,medium,rainy,10.7,3
202769,Tomato,Vegetables,0.69,5,4,36.92,27.94,202,78,medium,rainy,10.1,4
202770,Tomato,Vegetables,0.77,4,3,37.37,28.04,259,43,low,winter,16.5,3
202771,Carrot,Vegetables,0.73,6,9,39.31,25.79,303,34,low,summer,18.4,9
202772,Yogurt,Dairy,0.82,3,4,72.7,57.21,179,39,low,winter,13.3,4
202773,Tomato,Vegetables,0.97,1,7,36.01,26.43,207,85,medium,winter,1.8,7
202774,Muffin,Bakery,0.93,1,3,36.56,29.13,164,77,medium,rainy,6.8,3
202775,Cheese,Dairy,0.22,17,2,207.67,162.16,97,27,medium,rainy,21.3,2
202776,Tomato,Vegetables,0.86,2,5,35.65,27.22,91,23,medium,summer,6.7,5
202777,Minced Meat,Meat,0.99,0,3,307.2,200.85,115,44,medium,rainy,11.7,3
202778,Cucumber,Vegetables,0.99,0,7,38.84,26.01,226,30,low,rainy,19.1,7
202779,Carrot,Vegetables,0.88,0,14,40.57,31.39,214,40,low,summer,13.7,14
202780,Yogurt,Dairy,0.81,2,5,70.35,50.24,202,18,low,summer,23.0,5
202781,Carrot,Vegetables,0.91,1,13,41.44,27.75,156,27,low,rainy,14.1,13
202782,Croissant,Bakery,0.87,1,1,56.64,43.99,165,83,high,rainy,4.3,1
202783,Cucumber,Vegetables,0.69,4,3,34.5,22.62,209,50,medium,rainy,9.5,3
202784,Papaya,Fruits,0.97,0,5,75.56,57.32,244,72,medium,rainy,2.3,5
202785,Fish Fillet,Meat,0.87,2,2,336.74,204.33,56,26,medium,rainy,9.2,2
202786,Milk,Dairy,0.91,0,5,54.57,41.69,170,20,low,summer,15.4,5
202787,Muffin,Bakery,0.69,2,3,33.11,22.08,236,69,medium,summer,9.5,3
202788,Butter,Dairy,0.64,11,20,104.43,77.69,94,52,high,winter,3.2,20
202789,Yogurt,Dairy,0.79,2,5,67.03,42.76,222,44,low,winter,10.0,5
202790,Potato,Vegetables,0.61,13,6,30.2,18.99,233,42,low,summer,12.5,6
202791,Grapes,Fruits,0.97,0,6,134.17,92.41,97,13,low,winter,14.9,6
202792,Butter,Dairy,0.5,17,12,91.6,58.03,248,65,medium,summer,10.4,12
202793,Cucumber,Vegetables,0.8,3,4,33.35,26.17,300,54,low,rainy,18.5,4
202794,Papaya,Fruits,0.78,1,3,86.88,54.48,205,52,medium,summer,10.3,3
202795,Sausage,Meat,0.69,4,7,168.56,134.12,84,9,low,summer,19.8,7
202796,Bread,Bakery,0.86,2,3,44.81,34.53,187,66,medium,rainy,5.3,3
202797,Paneer,Dairy,0.99,0,7,122.26,89.42,305,63,low,winter,8.9,7
202798,Apple,Fruits,0.53,9,3,142.75,114.51,237,38,low,summer,14.4,3
202799,Cucumber,Vegetables,0.89,1,5,36.3,26.04,104,20,low,rainy,9.4,5
202800,Muffin,Bakery,0.92,1,4,32.34,25.25,87,24,medium,winter,7.0,4
202801,Bread,Bakery,0.92,1,4,42.13,26.29,194,83,medium,rainy,5.6,4
202802,Paneer,Dairy,0.71,4,4,131.86,95.94,218,49,medium,rainy,12.0,4
202803,Orange,Fruits,0.99,0,10,94.0,69.16,298,62,low,rainy,10.0,10
202804,Potato,Vegetables,0.9,1,18,32.09,26.05,218,33,low,summer,12.7,18
202805,Cheese,Dairy,0.74,5,14,230.68,142.99,145,67,medium,winter,3.8,14
202806,Bread,Bakery,0.98,1,4,43.72,28.29,125,43,medium,rainy,7.1,4
202807,Paneer,Dairy,0.84,1,6,127.66,100.95,284,36,low,winter,16.0,6
202808,Cucumber,Vegetables,0.85,3,5,35.38,22.25,230,43,low,rainy,8.9,5
202809,Banana,Fruits,0.67,4,3,51.56,34.29,124,70,high,rainy,6.8,3
202810,Bun,Bakery,0.99,0,3,26.95,18.55,188,82,medium,winter,9.6,3
202811,Minced Meat,Meat,0.73,3,1,294.54,222.41,68,43,high,summer,10.7,1
202812,Banana,Fruits,0.64,5,1,59.65,37.08,234,19,low,rainy,29.0,1
202813,Sausage,Meat,0.55,9,2,169.22,128.23,50,21,medium,rainy,15.6,2
202814,Croissant,Bakery,0.91,1,2,51.11,30.72,171,46,medium,rainy,10.3,2
202815,Spinach,Vegetables,0.79,2,2,27.74,20.45,77,46,high,rainy,9.3,2
202816,Paneer,Dairy,0.93,0,7,130.63,91.68,275,31,low,summer,18.4,7
202817,Minced Meat,Meat,0.77,2,2,321.05,196.52,135,16,low,summer,30.2,2
202818,Tomato,Vegetables,0.87,2,6,35.88,29.37,281,12,low,winter,15.6,6
202819,Milk,Dairy,0.92,0,6,57.16,41.85,70,89,high,summer,0.0,6
202820,Butter,Dairy,0.49,17,13,95.54,76.65,101,38,medium,rainy,8.8,13
202821,Croissant,Bakery,0.83,2,1,58.67,36.62,196,59,medium,summer,12.2,1
202822,Potato,Vegetables,0.85,5,15,33.32,20.51,262,57,low,summer,11.5,15
202823,Orange,Fruits,0.69,6,3,96.9,61.48,291,54,low,rainy,17.7,3
202824,Cheese,Dairy,0.92,1,20,213.54,154.55,118,67,high,winter,0.0,20
202825,Sausage,Meat,0.78,3,7,178.47,133.38,51,40,high,winter,0.2,7
202826,Banana,Fruits,0.58,5,1,51.6,38.27,163,66,medium,rainy,18.3,1
202827,Cheese,Dairy,0.48,10,10,209.75,152.13,306,49,low,rainy,18.0,10
202828,Tomato,Vegetables,0.76,5,3,36.13,26.15,228,67,medium,winter,9.4,3
202829,Cheese,Dairy,0.18,15,5,198.37,162.03,309,11,low,summer,18.2,5
202830,Bread,Bakery,0.84,0,4,43.9,28.09,185,45,medium,summer,7.9,4
202831,Croissant,Bakery,0.91,1,3,56.79,40.12,224,78,medium,rainy,10.0,3
202832,Spinach,Vegetables,0.92,1,3,27.06,18.49,115,16,low,winter,17.5,3
202833,Tomato,Vegetables,0.96,1,7,37.21,23.59,193,41,low,winter,6.4,7
202834,Minced Meat,Meat,0.91,0,4,281.95,222.37,41,45,high,summer,4.6,4
202835,Tomato,Vegetables,0.99,0,8,38.11,31.24,77,13,low,winter,7.3,8
202836,Grapes,Fruits,0.8,3,5,138.08,88.64,280,54,low,winter,9.0,5
202837,Spinach,Vegetables,0.79,2,1,28.4,22.41,313,42,low,summer,18.8,1
202838,Butter,Dairy,0.8,5,24,99.54,60.45,319,15,low,rainy,20.0,24
202839,Milk,Dairy,0.73,4,3,60.92,37.9,317,78,medium,rainy,11.1,3
202840,Tomato,Vegetables,0.65,6,2,35.61,27.14,104,27,medium,rainy,21.3,2
202841,Bread,Bakery,0.92,1,4,43.92,28.24,129,65,high,rainy,1.8,4
202842,Banana,Fruits,0.56,5,1,60.26,43.41,238,70,medium,summer,16.5,1
202843,Cake,Bakery,0.88,1,5,285.58,195.85,202,64,medium,summer,1.7,5
202844,Orange,Fruits,0.85,2,8,90.62,62.38,108,68,high,rainy,0.0,8
202845,Spinach,Vegetables,0.83,0,4,28.79,20.75,211,45,low,summer,14.2,4
202846,Cucumber,Vegetables,0.78,3,3,36.32,24.41,133,20,low,summer,21.8,3
202847,Cucumber,Vegetables,0.95,1,6,34.07,23.12,174,59,medium,rainy,4.3,6
202848,Orange,Fruits,0.72,4,5,94.88,59.37,211,43,low,summer,12.3,5
202849,Tomato,Vegetables,0.93,1,7,34.37,22.97,292,22,low,summer,17.7,7
202850,Bun,Bakery,0.89,0,2,26.95,16.83,124,81,high,winter,9.3,2
202851,Bread,Bakery,0.85,2,2,41.87,32.2,160,51,medium,rainy,12.9,2
202852,Muffin,Bakery,0.87,2,2,34.47,26.55,172,63,medium,winter,12.9,2
202853,Sausage,Meat,0.74,7,4,180.32,117.12,163,42,medium,rainy,5.5,4
202854,Cheese,Dairy,0.43,13,6,212.63,139.52,143,16,low,winter,24.1,6
202855,Milk,Dairy,0.75,4,1,54.22,36.05,128,73,high,winter,7.6,1
202856,Milk,Dairy,0.79,3,4,52.09,40.57,267,53,low,winter,14.0,4
202857,Papaya,Fruits,0.75,3,3,83.65,61.96,90,59,high,winter,0.6,3
202858,Carrot,Vegetables,0.68,11,3,41.85,31.48,279,17,low,summer,20.5,3
202859,Cake,Bakery,0.79,4,2,264.58,187.86,212,48,medium,summer,13.4,2
202860,Carrot,Vegetables,0.75,10,4,38.25,28.56,235,75,medium,winter,6.9,4
202861,Apple,Fruits,0.95,0,11,151.42,94.19,101,23,medium,rainy,4.7,11
202862,Cake,Bakery,0.92,1,3,245.0,155.05,110,42,medium,rainy,7.0,3
202863,Tomato,Vegetables,0.61,6,3,37.14,23.83,92,33,medium,summer,12.1,3
202864,Croissant,Bakery,0.86,1,2,58.23,36.13,212,59,medium,summer,11.1,2
202865,Muffin,Bakery,0.83,2,3,35.46,22.52,137,55,medium,summer,8.4,3
202866,Butter,Dairy,0.4,24,7,100.89,71.48,107,27,medium,winter,8.0,7
202867,Milk,Dairy,0.97,0,6,58.99,36.22,254,23,low,winter,17.2,6
202868,Apple,Fruits,0.61,7,6,137.13,89.58,116,39,medium,summer,6.6,6
202869,Muffin,Bakery,0.9,1,3,34.12,21.99,113,29,medium,winter,5.2,3
202870,Bread,Bakery,0.91,1,3,46.12,31.42,243,57,medium,winter,9.3,3
202871,Grapes,Fruits,0.59,5,1,120.61,82.29,123,50,medium,summer,14.5,1
202872,Orange,Fruits,0.79,4,5,82.91,59.56,296,13,low,rainy,18.5,5
202873,Yogurt,Dairy,0.72,3,5,63.47,44.93,117,40,medium,summer,7.6,5
202874,Grapes,Fruits,0.89,2,5,122.11,81.22,278,63,medium,winter,0.0,5
202875,Fish Fillet,Meat,0.93,1,4,345.88,239.75,66,45,high,rainy,2.4,4
202876,Muffin,Bakery,0.86,2,3,33.05,23.49,124,22,low,rainy,17.4,3
202877,Bread,Bakery,0.93,0,4,41.99,33.27,122,54,medium,rainy,9.9,4
202878,Minced Meat,Meat,0.82,2,3,286.34,206.98,148,15,low,winter,19.8,3
202879,Tomato,Vegetables,0.93,0,8,36.64,27.18,301,38,low,summer,18.8,8
202880,Cucumber,Vegetables,0.74,5,1,34.02,23.3,176,52,medium,rainy,12.6,1
202881,Cake,Bakery,0.86,1,5,270.94,221.27,110,38,medium,summer,2.3,5
202882,Butter,Dairy,0.39,22,8,93.75,62.8,125,42,medium,summer,9.0,8
202883,Bread,Bakery,0.93,0,4,40.89,32.9,203,40,low,winter,13.7,4
202884,Chicken Breast,Meat,0.74,4,1,260.4,169.53,89,19,low,winter,16.7,1
202885,Banana,Fruits,0.87,1,4,56.92,45.28,273,44,low,rainy,18.5,4
202886,Cheese,Dairy,0.93,1,20,224.19,144.11,115,31,medium,rainy,2.9,20
202887,Tomato,Vegetables,0.77,5,3,36.64,22.53,111,69,high,winter,3.2,3
202888,Sausage,Meat,0.85,2,9,175.47,131.44,71,36,high,rainy,0.0,9
202889,Butter,Dairy,0.84,5,26,102.93,65.39,306,31,low,winter,18.5,26
202890,Cheese,Dairy,0.54,9,10,223.22,137.36,186,40,low,rainy,17.9,10
202891,Potato,Vegetables,0.66,13,6,33.67,27.32,312,33,low,rainy,18.5,6
202892,Muffin,Bakery,0.86,1,2,34.46,22.93,144,23,low,summer,23.9,2
202893,Grapes,Fruits,0.44,6,1,139.6,99.78,154,18,low,rainy,23.9,1
202894,Chicken Breast,Meat,0.83,2,4,247.93,167.09,61,26,medium,summer,7.9,4
202895,Cake,Bakery,0.91,0,5,244.57,157.44,98,31,medium,rainy,3.3,5
202896,Grapes,Fruits,0.67,4,3,120.86,84.2,123,41,medium,rainy,9.3,3
202897,Apple,Fruits,0.65,5,8,141.79,89.26,319,47,low,summer,15.6,8
202898,Orange,Fruits,0.6,8,1,90.97,73.61,111,71,high,winter,12.9,1
202899,Minced Meat,Meat,0.81,2,3,301.61,190.42,139,31,medium,winter,9.5,3
202900,Muffin,Bakery,0.74,3,1,38.47,23.13,122,28,medium,summer,15.3,1
202901,Orange,Fruits,0.99,0,9,91.51,69.31,290,67,medium,winter,0.9,9
202902,Bread,Bakery,0.91,1,3,40.47,30.89,110,75,high,rainy,2.8,3
202903,Cheese,Dairy,0.25,14,7,203.9,122.77,84,25,medium,summer,14.4,7
202904,Bread,Bakery,0.8,3,1,43.96,33.43,210,57,medium,summer,12.9,1
202905,Muffin,Bakery,0.8,3,1,35.67,24.89,226,53,medium,summer,16.7,1
202906,Carrot,Vegetables,0.76,11,3,42.23,26.76,196,12,low,winter,20.6,3
202907,Cake,Bakery,0.89,2,2,250.2,203.96,147,31,low,rainy,16.2,2
202908,Banana,Fruits,0.96,1,4,58.05,39.44,106,83,high,winter,5.6,4
202909,Bun,Bakery,0.94,1,2,29.04,22.22,97,40,medium,rainy,12.3,2
202910,Cake,Bakery,0.86,3,2,246.89,175.45,206,78,medium,rainy,12.0,2
202911,Bread,Bakery,0.99,0,4,45.1,27.09,154,27,low,winter,16.3,4
202912,Grapes,Fruits,0.98,0,7,134.22,101.4,175,35,low,winter,7.7,7
202913,Fish Fillet,Meat,0.78,3,2,342.37,276.69,95,14,low,winter,17.0,2
202914,Yogurt,Dairy,0.44,6,2,70.96,47.26,67,9,low,summer,34.7,2
202915,Muffin,Bakery,0.85,1,3,37.96,29.09,138,20,low,winter,20.6,3
202916,Tomato,Vegetables,0.81,5,3,33.72,25.89,147,61,medium,winter,5.3,3
202917,Croissant,Bakery,0.82,2,1,56.89,34.91,163,23,low,summer,21.8,1
202918,Muffin,Bakery,0.94,1,4,36.07,22.81,213,93,medium,winter,5.9,4
202919,Butter,Dairy,0.36,25,6,90.75,60.22,271,46,low,winter,17.5,6
202920,Banana,Fruits,0.74,2,3,56.78,34.97,316,19,low,summer,25.9,3
202921,Sausage,Meat,0.65,8,3,184.64,141.39,84,44,high,winter,6.6,3
202922,Tomato,Vegetables,0.79,3,5,38.18,30.83,213,79,medium,winter,1.6,5
202923,Bun,Bakery,0.79,2,1,30.46,21.13,182,78,medium,summer,12.4,1
202924,Minced Meat,Meat,0.89,0,3,315.36,196.21,92,20,low,summer,16.2,3
202925,Croissant,Bakery,0.99,0,2,56.43,43.66,149,55,medium,winter,13.7,2
202926,Grapes,Fruits,0.75,2,4,138.37,100.04,69,58,high,summer,6.7,4
202927,Potato,Vegetables,0.58,11,10,32.28,19.55,287,44,low,summer,18.1,10
202928,Orange,Fruits,0.93,1,9,93.21,62.84,277,25,low,winter,13.6,9
202929,Cake,Bakery,0.84,0,4,245.76,164.53,172,60,medium,summer,4.8,4
202930,Bread,Bakery,0.75,1,2,44.01,28.78,164,25,low,summer,24.1,2
202931,Spinach,Vegetables,0.81,2,2,26.43,18.82,72,22,medium,rainy,12.8,2
202932,Bread,Bakery,0.93,0,4,46.1,34.09,202,65,medium,summer,5.9,4
202933,Croissant,Bakery,0.87,2,1,54.89,37.36,91,88,high,summer,5.0,1
202934,Yogurt,Dairy,0.51,7,1,70.6,55.18,241,13,low,winter,21.7,1
202935,Bread,Bakery,0.92,2,1,40.72,30.75,231,93,medium,summer,12.8,1
202936,Cake,Bakery,0.7,4,1,256.36,164.28,201,59,medium,summer,14.4,1
202937,Bun,Bakery,0.88,2,2,28.93,21.64,256,70,medium,winter,8.5,2
202938,Grapes,Fruits,0.93,0,7,136.24,103.11,210,50,medium,summer,0.0,7
202939,Muffin,Bakery,0.95,0,4,32.54,24.02,150,72,medium,summer,7.2,4
202940,Milk,Dairy,0.98,0,5,52.53,37.1,292,28,low,summer,20.5,5
202941,Papaya,Fruits,0.67,3,2,75.14,46.5,201,26,low,summer,31.1,2
202942,Cake,Bakery,0.9,0,5,243.99,164.47,110,34,medium,rainy,5.0,5
202943,Croissant,Bakery,0.9,0,3,53.24,39.23,80,20,medium,rainy,7.4,3
202944,Apple,Fruits,0.64,6,6,145.66,93.89,101,74,high,rainy,0.0,6
202945,Banana,Fruits,0.6,5,1,54.13,36.96,180,40,low,summer,24.9,1
202946,Banana,Fruits,0.7,3,4,60.13,42.09,89,14,low,summer,19.5,4
202947,Paneer,Dairy,0.65,5,3,125.87,89.25,315,46,low,winter,20.8,3
202948,Papaya,Fruits,0.99,0,5,83.26,50.46,191,61,medium,winter,0.8,5
202949,Butter,Dairy,0.32,21,10,92.67,69.84,208,34,low,summer,22.0,10
202950,Tomato,Vegetables,0.62,6,3,32.58,26.16,83,59,high,summer,6.3,3
202951,Milk,Dairy,0.68,5,1,56.32,43.0,71,18,medium,winter,18.9,1
202952,Croissant,Bakery,0.81,2,1,57.3,45.48,132,36,medium,summer,13.3,1
202953,Paneer,Dairy,0.67,4,2,114.23,82.71,211,62,medium,summer,20.2,2
202954,Muffin,Bakery,0.98,1,3,33.84,26.99,122,77,high,summer,2.4,3
202955,Apple,Fruits,0.76,6,6,147.58,109.41,240,45,low,rainy,12.4,6
202956,Muffin,Bakery,0.88,1,3,38.43,28.57,253,24,low,summer,21.5,3
202957,Paneer,Dairy,0.53,6,2,114.96,77.61,72,71,high,summer,15.7,2
202958,Cake,Bakery,0.92,1,4,244.18,198.3,197,54,medium,summer,6.4,4
202959,Bread,Bakery,0.82,3,2,40.88,27.35,105,84,high,winter,9.0,2
202960,Sausage,Meat,0.89,3,6,191.56,128.96,105,26,medium,rainy,3.3,6
202961,Orange,Fruits,0.87,3,8,98.36,71.34,164,23,low,winter,11.4,8
202962,Bun,Bakery,0.84,2,2,26.69,17.69,195,42,low,rainy,18.0,2
202963,Bun,Bakery,0.91,1,1,30.27,18.83,168,22,low,summer,25.1,1
202964,Butter,Dairy,0.33,26,3,104.22,64.05,299,24,low,rainy,31.3,3
202965,Milk,Dairy,0.71,3,3,53.67,34.42,310,61,low,rainy,16.0,3
202966,Cheese,Dairy,0.72,5,14,225.95,172.69,273,68,medium,rainy,7.4,14
202967,Minced Meat,Meat,0.75,3,1,294.44,194.81,125,40,medium,rainy,13.5,1
202968,Butter,Dairy,0.37,23,8,97.49,63.65,250,24,low,summer,27.9,8
202969,Papaya,Fruits,0.92,0,5,75.26,47.09,319,70,low,rainy,7.2,5
202970,Milk,Dairy,0.63,4,3,57.68,43.34,121,36,medium,summer,10.7,3
202971,Cheese,Dairy,0.91,1,18,220.83,152.21,294,29,low,rainy,17.1,18
202972,Butter,Dairy,0.61,13,18,93.51,68.9,237,34,low,summer,23.1,18
202973,Muffin,Bakery,0.83,3,1,34.67,24.37,80,32,medium,summer,8.3,1
202974,Yogurt,Dairy,0.58,4,3,68.6,42.8,140,32,medium,rainy,15.2,3
202975,Muffin,Bakery,0.88,2,2,36.53,29.9,91,44,medium,rainy,12.7,2
202976,Croissant,Bakery,0.91,0,3,55.74,37.47,247,46,low,winter,16.2,3
202977,Carrot,Vegetables,0.78,6,7,40.21,26.8,204,31,low,rainy,15.8,7
202978,Cheese,Dairy,0.58,6,14,200.18,142.28,180,35,low,summer,14.5,14
202979,Cake,Bakery,0.84,2,4,278.99,201.08,240,32,low,winter,23.3,4
202980,Croissant,Bakery,0.97,0,3,58.95,45.02,127,83,high,rainy,2.7,3
202981,Tomato,Vegetables,0.99,0,8,32.42,20.46,115,75,high,winter,0.0,8
202982,Spinach,Vegetables,0.76,3,2,29.82,24.21,143,12,low,summer,15.8,2
202983,Tomato,Vegetables,0.72,4,4,32.59,24.43,133,79,high,rainy,5.3,4
202984,Yogurt,Dairy,0.92,0,8,70.01,45.68,192,45,medium,summer,7.7,8
202985,Paneer,Dairy,0.72,4,4,122.16,80.99,96,66,high,rainy,3.8,4
202986,Cheese,Dairy,0.8,4,17,214.42,139.97,289,47,low,winter,12.9,17
202987,Cheese,Dairy,0.56,6,15,205.88,150.3,286,32,low,summer,25.7,15
202988,Muffin,Bakery,0.78,3,1,33.84,25.84,153,38,medium,winter,12.2,1
202989,Bun,Bakery,0.88,1,3,28.92,17.64,163,64,medium,winter,8.9,3
202990,Orange,Fruits,0.63,6,4,97.64,74.99,227,27,low,summer,18.4,4
202991,Paneer,Dairy,0.84,2,4,118.78,94.81,216,58,medium,winter,6.7,4
202992,Carrot,Vegetables,0.91,5,10,38.49,29.73,303,61,low,summer,7.5,10
202993,Sausage,Meat,0.61,5,4,174.19,123.66,123,29,medium,summer,13.8,4
202994,Carrot,Vegetables,0.84,6,9,42.99,27.24,283,38,low,rainy,15.8,9
202995,Cheese,Dairy,0.11,18,2,207.47,137.94,268,43,low,rainy,31.9,2
202996,Cheese,Dairy,0.24,18,2,203.27,131.96,255,30,low,winter,33.0,2
202997,Tomato,Vegetables,0.85,3,5,38.09,28.52,71,60,high,winter,0.0,5
202998,Croissant,Bakery,0.87,1,1,50.69,32.5,100,34,medium,rainy,13.9,1
202999,Fish Fillet,Meat,0.9,1,4,362.13,266.03,50,27,high,winter,2.2,4
203000,Fish Fillet,Meat,0.78,1,4,346.98,250.09,106,38,medium,summer,7.9,4
203001,Cucumber,Vegetables,0.95,0,7,34.67,28.02,267,19,low,rainy,21.2,7
203002,Tomato,Vegetables,0.8,3,4,34.66,21.23,129,33,medium,summer,9.3,4
203003,Apple,Fruits,0.85,1,12,148.2,119.8,128,66,high,summer,0.0,12
203004,Spinach,Vegetables,0.91,0,4,30.35,22.29,208,78,medium,summer,6.6,4
203005,Grapes,Fruits,0.48,6,1,127.25,85.87,221,36,low,summer,32.4,1
203006,Chicken Breast,Meat,0.88,1,4,258.81,180.35,90,41,medium,rainy,9.5,4
203007,Papaya,Fruits,0.69,3,1,77.68,55.63,278,25,low,summer,24.8,1
203008,Croissant,Bakery,0.96,1,3,50.81,32.08,252,41,low,rainy,18.9,3
203009,Yogurt,Dairy,0.45,6,1,74.47,45.16,288,29,low,summer,31.8,1
203010,Cheese,Dairy,0.72,5,15,216.62,154.03,305,61,low,rainy,11.8,15
203011,Spinach,Vegetables,0.69,3,1,28.23,17.66,110,53,medium,summer,16.1,1
203012,Fish Fillet,Meat,0.87,2,2,371.84,304.85,113,13,low,winter,17.5,2
203013,Potato,Vegetables,0.6,12,8,29.86,22.76,285,78,medium,rainy,8.1,8
203014,Fish Fillet,Meat,0.75,3,2,369.65,246.45,154,9,low,summer,33.9,2
203015,Orange,Fruits,0.74,4,5,83.36,58.98,211,25,low,summer,16.5,5
203016,Potato,Vegetables,0.43,17,3,32.36,24.12,135,50,medium,summer,10.2,3
203017,Chicken Breast,Meat,0.78,2,4,281.54,206.67,105,12,low,summer,23.7,4
203018,Apple,Fruits,0.84,2,11,139.31,97.7,250,41,low,winter,10.5,11
203019,Paneer,Dairy,0.76,2,5,115.13,72.71,164,67,medium,summer,5.6,5
203020,Papaya,Fruits,0.86,1,5,74.31,49.46,242,20,low,summer,14.7,5
203021,Orange,Fruits,0.83,3,7,88.89,70.61,284,40,low,rainy,13.6,7
