product_id,product_name,product_category,days_since_arrival,storage_type,storage_condition,packaging_type,display_type,is_damaged,weather_condition,product_sensitivity,freshness_score
102273,Banana,Fruits,6,room_temp,good,open,open_shelf,yes,normal,high,0.36
102274,Cake,Bakery,3,room_temp,good,open,open_shelf,no,hot,medium,0.78
102275,Chicken Breast,Meat,6,freezer,good,sealed,freezer,yes,hot,high,0.45
102276,Bread,Bakery,2,room_temp,good,open,open_shelf,no,normal,medium,0.87
102277,Potato,Vegetables,2,fridge,good,sealed,open_shelf,no,cold,low,0.91
102278,Cheese,Dairy,7,fridge,good,sealed,fridge,no,hot,medium,0.7
102279,Potato,Vegetables,8,fridge,good,open,fridge,no,normal,low,0.86
102280,Papaya,Fruits,5,room_temp,good,open,open_shelf,no,normal,high,0.64
102281,Minced Meat,Meat,6,freezer,good,sealed,open_shelf,no,cold,high,0.57
102282,Milk,Dairy,0,fridge,good,sealed,fridge,no,hot,high,0.93
102283,Paneer,Dairy,2,fridge,good,sealed,fridge,no,hot,high,0.78
102284,Cheese,Dairy,0,fridge,good,sealed,fridge,no,cold,medium,0.99
102285,Cheese,Dairy,4,fridge,average,sealed,fridge,no,cold,medium,0.77
102286,Tomato,Vegetables,2,fridge,good,open,fridge,no,normal,medium,0.9
102287,Milk,Dairy,7,fridge,good,sealed,fridge,no,normal,high,0.46
102288,Muffin,Bakery,3,room_temp,good,open,open_shelf,no,hot,medium,0.82
102289,Spinach,Vegetables,5,fridge,poor,open,fridge,no,normal,high,0.46
102290,Banana,Fruits,2,room_temp,good,open,open_shelf,yes,cold,high,0.68
102291,Spinach,Vegetables,11,fridge,good,open,open_shelf,no,cold,high,0.13
102292,Spinach,Vegetables,9,fridge,good,sealed,fridge,no,normal,high,0.41
102293,Bread,Bakery,4,room_temp,good,sealed,open_shelf,no,normal,medium,0.89
102294,Croissant,Bakery,2,room_temp,average,open,fridge,no,hot,medium,0.65
102295,Apple,Fruits,10,room_temp,good,open,open_shelf,no,hot,medium,0.5
102296,Bun,Bakery,2,room_temp,average,open,open_shelf,no,hot,medium,0.73
102297,Chicken Breast,Meat,1,freezer,average,sealed,freezer,no,hot,high,0.76
102298,Orange,Fruits,8,room_temp,good,sealed,open_shelf,no,normal,medium,0.73
102299,Sausage,Meat,6,freezer,good,sealed,freezer,no,normal,medium,0.84
102300,Fish Fillet,Meat,1,freezer,good,sealed,freezer,no,normal,high,0.98
102301,Yogurt,Dairy,7,room_temp,good,sealed,open_shelf,no,normal,high,0.45
102302,Carrot,Vegetables,3,fridge,average,sealed,fridge,no,hot,low,0.83
102303,Butter,Dairy,5,fridge,good,sealed,fridge,no,normal,low,0.94
102304,Banana,Fruits,8,room_temp,good,open,open_shelf,yes,cold,high,0.22
102305,Paneer,Dairy,4,fridge,poor,sealed,fridge,no,normal,high,0.59
102306,Cake,Bakery,4,room_temp,poor,open,open_shelf,no,cold,medium,0.71
102307,Carrot,Vegetables,0,fridge,good,open,fridge,no,hot,low,0.95
102308,Bread,Bakery,4,room_temp,good,open,open_shelf,no,hot,medium,0.74
102309,Banana,Fruits,11,room_temp,good,sealed,open_shelf,no,normal,high,0.22
102310,Tomato,Vegetables,8,fridge,good,open,fridge,no,hot,medium,0.68
102311,Spinach,Vegetables,9,fridge,good,open,fridge,no,normal,high,0.32
102312,Milk,Dairy,8,fridge,average,sealed,fridge,no,cold,high,0.36
102313,Potato,Vegetables,5,fridge,good,open,fridge,no,normal,low,0.88
102314,Tomato,Vegetables,1,fridge,average,open,fridge,no,cold,medium,0.86
102315,Yogurt,Dairy,7,room_temp,good,sealed,open_shelf,no,cold,high,0.42
102316,Papaya,Fruits,0,room_temp,good,open,freezer,no,normal,high,0.85
102317,Cake,Bakery,2,fridge,average,open,fridge,yes,cold,medium,0.48
102318,Butter,Dairy,7,fridge,average,sealed,fridge,no,normal,low,0.85
102319,Bread,Bakery,4,room_temp,average,open,open_shelf,yes,normal,medium,0.59
102320,Muffin,Bakery,0,room_temp,good,open,open_shelf,no,cold,medium,0.95
102321,Bun,Bakery,4,room_temp,good,open,open_shelf,no,normal,medium,0.79
102322,Fish Fillet,Meat,1,freezer,good,sealed,fridge,no,normal,high,0.86
102323,Paneer,Dairy,8,fridge,good,sealed,fridge,yes,normal,high,0.29
102324,Tomato,Vegetables,6,fridge,good,open,fridge,no,normal,medium,0.71
102325,Bread,Bakery,2,room_temp,good,open,open_shelf,no,normal,medium,0.85
102326,Banana,Fruits,8,room_temp,good,open,open_shelf,no,normal,high,0.42
102327,Spinach,Vegetables,0,fridge,good,open,fridge,no,hot,high,0.85
102328,Tomato,Vegetables,11,fridge,average,sealed,fridge,no,normal,medium,0.53
102329,Muffin,Bakery,1,room_temp,good,open,open_shelf,no,cold,medium,0.96
102330,Banana,Fruits,5,room_temp,good,open,open_shelf,no,normal,high,0.58
102331,Spinach,Vegetables,4,fridge,poor,sealed,fridge,no,hot,high,0.53
102332,Chicken Breast,Meat,7,freezer,good,sealed,freezer,no,normal,high,0.58
102333,Yogurt,Dairy,6,fridge,good,sealed,fridge,no,cold,high,0.69
102334,Carrot,Vegetables,8,freezer,good,open,freezer,no,cold,low,0.67
102335,Fish Fillet,Meat,3,freezer,average,sealed,fridge,no,normal,high,0.66
102336,Croissant,Bakery,4,room_temp,good,sealed,open_shelf,no,normal,medium,0.86
102337,Spinach,Vegetables,8,fridge,poor,open,open_shelf,no,normal,high,0.11
102338,Muffin,Bakery,0,room_temp,average,sealed,open_shelf,no,normal,medium,0.97
102339,Mutton,Meat,4,freezer,average,sealed,freezer,no,normal,medium,0.79
102340,Muffin,Bakery,3,room_temp,average,sealed,open_shelf,no,hot,medium,0.79
102341,Paneer,Dairy,1,fridge,average,sealed,fridge,no,hot,high,0.79
102342,Milk,Dairy,3,freezer,average,sealed,freezer,no,normal,high,0.55
102343,Paneer,Dairy,9,fridge,good,sealed,fridge,no,normal,high,0.34
102344,Carrot,Vegetables,8,fridge,good,sealed,fridge,no,cold,low,0.89
102345,Carrot,Vegetables,7,fridge,good,open,fridge,no,normal,low,0.81
102346,Chicken Breast,Meat,7,freezer,good,sealed,freezer,no,cold,high,0.64
102347,Yogurt,Dairy,8,fridge,average,sealed,open_shelf,no,hot,high,0.31
102348,Bread,Bakery,4,room_temp,good,open,open_shelf,no,normal,medium,0.79
102349,Fish Fillet,Meat,1,freezer,good,sealed,freezer,yes,hot,high,0.73
102350,Grapes,Fruits,11,room_temp,average,sealed,open_shelf,no,normal,high,0.33
102351,Cheese,Dairy,6,fridge,average,sealed,fridge,no,normal,medium,0.75
102352,Papaya,Fruits,4,room_temp,good,open,open_shelf,no,normal,high,0.71
102353,Bun,Bakery,4,room_temp,average,sealed,open_shelf,no,hot,medium,0.76
102354,Yogurt,Dairy,6,fridge,good,sealed,fridge,no,normal,high,0.65
102355,Sausage,Meat,6,freezer,good,sealed,fridge,no,normal,medium,0.69
102356,Cheese,Dairy,1,fridge,good,sealed,fridge,no,normal,medium,0.96
102357,Apple,Fruits,8,fridge,good,sealed,fridge,no,normal,medium,0.53
102358,Carrot,Vegetables,9,fridge,good,open,fridge,no,hot,low,0.82
102359,Milk,Dairy,6,fridge,good,sealed,fridge,no,normal,high,0.54
102360,Bun,Bakery,1,room_temp,good,open,open_shelf,no,cold,medium,0.95
102361,Paneer,Dairy,5,fridge,good,sealed,fridge,no,normal,high,0.69
102362,Yogurt,Dairy,5,fridge,good,sealed,fridge,no,hot,high,0.6
102363,Croissant,Bakery,2,room_temp,average,open,freezer,no,hot,medium,0.68
102364,Bread,Bakery,5,room_temp,good,open,open_shelf,no,normal,medium,0.78
102365,Bread,Bakery,0,room_temp,average,open,fridge,no,cold,medium,0.86
102366,Bun,Bakery,2,room_temp,good,open,freezer,no,normal,medium,0.79
102367,Cheese,Dairy,6,fridge,good,sealed,fridge,no,hot,medium,0.74
102368,Grapes,Fruits,3,room_temp,good,open,open_shelf,no,normal,high,0.77
102369,Tomato,Vegetables,6,fridge,average,open,fridge,no,hot,medium,0.61
102370,Tomato,Vegetables,2,fridge,good,sealed,open_shelf,no,hot,medium,0.8
102371,Croissant,Bakery,1,room_temp,good,open,open_shelf,no,normal,medium,0.95
102372,Orange,Fruits,9,room_temp,good,open,fridge,no,hot,medium,0.49
102373,Chicken Breast,Meat,0,freezer,average,sealed,open_shelf,no,normal,high,0.87
102374,Croissant,Bakery,2,room_temp,good,open,fridge,no,cold,medium,0.82
102375,Grapes,Fruits,9,room_temp,good,open,open_shelf,no,normal,high,0.45
102376,Bread,Bakery,1,room_temp,good,open,freezer,no,cold,medium,0.88
102377,Butter,Dairy,6,fridge,good,sealed,fridge,no,hot,low,0.85
102378,Sausage,Meat,6,freezer,good,sealed,freezer,yes,hot,medium,0.57
102379,Cake,Bakery,0,room_temp,good,open,open_shelf,no,normal,medium,0.93
102380,Butter,Dairy,2,fridge,average,sealed,fridge,no,normal,low,0.92
102381,Grapes,Fruits,1,room_temp,average,open,open_shelf,no,normal,high,0.83
102382,Banana,Fruits,4,room_temp,good,open,open_shelf,no,normal,high,0.7
102383,Yogurt,Dairy,5,fridge,average,sealed,fridge,no,normal,high,0.69
102384,Fish Fillet,Meat,7,freezer,average,sealed,freezer,no,normal,high,0.46
102385,Milk,Dairy,2,fridge,good,sealed,fridge,no,normal,high,0.89
102386,Potato,Vegetables,10,fridge,good,open,fridge,no,normal,low,0.8
102387,Milk,Dairy,6,fridge,poor,sealed,fridge,no,cold,high,0.43
102388,Paneer,Dairy,7,fridge,poor,sealed,fridge,no,hot,high,0.24
102389,Cake,Bakery,5,room_temp,good,open,open_shelf,no,hot,medium,0.74
102390,Grapes,Fruits,5,room_temp,good,sealed,open_shelf,yes,hot,high,0.45
102391,Cake,Bakery,4,room_temp,good,open,open_shelf,no,normal,medium,0.82
102392,Apple,Fruits,10,room_temp,good,sealed,open_shelf,no,normal,medium,0.65
102393,Croissant,Bakery,5,room_temp,poor,open,open_shelf,no,cold,medium,0.65
102394,Chicken Breast,Meat,0,freezer,good,sealed,freezer,yes,normal,high,0.84
102395,Orange,Fruits,1,room_temp,average,sealed,open_shelf,no,cold,medium,0.95
102396,Butter,Dairy,0,fridge,good,sealed,open_shelf,no,cold,low,0.88
102397,Tomato,Vegetables,2,fridge,good,open,fridge,yes,cold,medium,0.71
102398,Orange,Fruits,0,fridge,good,open,fridge,yes,cold,medium,0.54
102399,Yogurt,Dairy,7,fridge,good,sealed,fridge,no,cold,high,0.62
102400,Orange,Fruits,5,room_temp,good,open,open_shelf,no,normal,medium,0.76
102401,Spinach,Vegetables,1,fridge,good,open,fridge,no,hot,high,0.84
102402,Bread,Bakery,2,room_temp,average,sealed,open_shelf,no,normal,medium,0.9
102403,Tomato,Vegetables,8,fridge,good,sealed,fridge,yes,hot,medium,0.48
102404,Muffin,Bakery,1,room_temp,good,open,open_shelf,no,normal,medium,0.93
102405,Bun,Bakery,5,room_temp,good,open,freezer,no,hot,medium,0.65
102406,Cake,Bakery,4,room_temp,good,open,open_shelf,no,hot,medium,0.72
102407,Croissant,Bakery,1,room_temp,average,sealed,open_shelf,no,hot,medium,0.83
102408,Mutton,Meat,6,freezer,good,sealed,open_shelf,no,normal,medium,0.68
102409,Minced Meat,Meat,6,freezer,average,sealed,open_shelf,no,normal,high,0.51
102410,Apple,Fruits,7,room_temp,average,open,fridge,no,hot,medium,0.48
102411,Papaya,Fruits,10,room_temp,good,open,fridge,no,cold,high,0.19
102412,Cake,Bakery,5,room_temp,good,open,open_shelf,no,hot,medium,0.72
102413,Orange,Fruits,8,room_temp,good,open,freezer,no,hot,medium,0.5
102414,Papaya,Fruits,4,room_temp,good,open,open_shelf,no,normal,high,0.74
102415,Croissant,Bakery,4,room_temp,good,open,freezer,yes,normal,medium,0.54
102416,Paneer,Dairy,1,fridge,average,sealed,fridge,no,normal,high,0.89
102417,Croissant,Bakery,1,room_temp,average,sealed,open_shelf,no,hot,medium,0.81
102418,Tomato,Vegetables,9,fridge,average,sealed,fridge,no,normal,medium,0.63
102419,Sausage,Meat,6,freezer,poor,sealed,freezer,yes,hot,medium,0.38
102420,Butter,Dairy,1,fridge,good,sealed,open_shelf,no,normal,low,0.95
102421,Mutton,Meat,5,freezer,average,sealed,freezer,no,hot,medium,0.71
102422,Paneer,Dairy,2,fridge,good,sealed,fridge,no,normal,high,0.89
102423,Spinach,Vegetables,8,fridge,good,sealed,open_shelf,no,cold,high,0.36
102424,Banana,Fruits,9,fridge,good,open,fridge,yes,normal,high,0.05
102425,Bread,Bakery,0,room_temp,good,open,open_shelf,yes,normal,medium,0.78
102426,Bread,Bakery,5,room_temp,average,sealed,open_shelf,no,normal,medium,0.73
102427,Paneer,Dairy,5,fridge,good,sealed,fridge,yes,hot,high,0.38
102428,Fish Fillet,Meat,5,freezer,good,sealed,fridge,no,hot,high,0.51
102429,Yogurt,Dairy,0,fridge,average,sealed,fridge,no,hot,high,0.85
102430,Butter,Dairy,0,fridge,average,sealed,fridge,no,hot,low,0.91
102431,Paneer,Dairy,0,fridge,good,sealed,fridge,no,normal,high,0.99
102432,Tomato,Vegetables,1,fridge,good,sealed,fridge,no,cold,medium,0.96
102433,Muffin,Bakery,2,room_temp,good,sealed,open_shelf,no,cold,medium,0.99
102434,Banana,Fruits,11,room_temp,good,sealed,open_shelf,no,normal,high,0.18
102435,Paneer,Dairy,9,room_temp,average,sealed,freezer,no,cold,high,0.09
102436,Yogurt,Dairy,1,fridge,good,sealed,fridge,no,normal,high,0.93
102437,Bread,Bakery,5,room_temp,good,open,open_shelf,no,normal,medium,0.77
102438,Butter,Dairy,6,fridge,average,sealed,open_shelf,no,normal,low,0.69
102439,Bread,Bakery,4,room_temp,average,open,open_shelf,no,normal,medium,0.78
102440,Orange,Fruits,6,room_temp,good,sealed,open_shelf,no,normal,medium,0.79
102441,Paneer,Dairy,5,freezer,good,sealed,freezer,yes,normal,high,0.29
102442,Orange,Fruits,7,room_temp,good,open,open_shelf,no,hot,medium,0.65
102443,Cucumber,Vegetables,1,room_temp,good,open,fridge,no,normal,medium,0.81
102444,Mutton,Meat,5,freezer,average,sealed,freezer,no,cold,medium,0.71
102445,Potato,Vegetables,0,fridge,average,open,fridge,no,normal,low,0.9
102446,Paneer,Dairy,9,fridge,poor,sealed,fridge,yes,normal,high,0.05
102447,Cucumber,Vegetables,2,fridge,average,open,open_shelf,no,hot,medium,0.68
102448,Yogurt,Dairy,6,fridge,good,sealed,fridge,no,normal,high,0.64
102449,Grapes,Fruits,2,room_temp,average,sealed,open_shelf,yes,normal,high,0.62
102450,Mutton,Meat,3,freezer,good,sealed,freezer,no,normal,medium,0.89
102451,Orange,Fruits,2,room_temp,average,open,open_shelf,yes,normal,medium,0.62
102452,Cake,Bakery,2,fridge,good,open,open_shelf,no,normal,medium,0.72
102453,Minced Meat,Meat,3,freezer,good,sealed,freezer,no,normal,high,0.85
102454,Muffin,Bakery,1,room_temp,good,sealed,open_shelf,no,cold,medium,0.99
102455,Bread,Bakery,1,room_temp,good,open,open_shelf,no,normal,medium,0.91
102456,Apple,Fruits,1,room_temp,good,open,open_shelf,no,cold,medium,0.97
102457,Cucumber,Vegetables,6,fridge,average,open,open_shelf,no,normal,medium,0.62
102458,Carrot,Vegetables,7,fridge,good,sealed,fridge,yes,normal,low,0.7
102459,Cucumber,Vegetables,5,fridge,average,open,freezer,no,normal,medium,0.61
102460,Tomato,Vegetables,8,fridge,poor,sealed,fridge,no,hot,medium,0.51
102461,Croissant,Bakery,3,room_temp,good,open,open_shelf,yes,hot,medium,0.66
102462,Paneer,Dairy,5,freezer,average,sealed,freezer,no,hot,high,0.3
102463,Muffin,Bakery,1,room_temp,good,open,open_shelf,no,normal,medium,0.96
102464,Spinach,Vegetables,9,fridge,good,sealed,fridge,no,hot,high,0.28
102465,Tomato,Vegetables,10,fridge,good,open,fridge,yes,hot,medium,0.37
102466,Milk,Dairy,1,fridge,good,sealed,fridge,no,hot,high,0.86
102467,Apple,Fruits,3,room_temp,average,sealed,open_shelf,no,normal,medium,0.82
102468,Cheese,Dairy,2,freezer,good,sealed,freezer,no,normal,medium,0.77
102469,Orange,Fruits,1,room_temp,average,sealed,freezer,no,hot,medium,0.74
102470,Cucumber,Vegetables,4,fridge,good,open,fridge,no,cold,medium,0.82
102471,Bun,Bakery,3,room_temp,good,sealed,fridge,no,normal,medium,0.83
102472,Cucumber,Vegetables,3,fridge,good,sealed,fridge,no,hot,medium,0.86
102473,Minced Meat,Meat,0,freezer,average,sealed,freezer,no,cold,high,0.93
102474,Yogurt,Dairy,5,fridge,good,sealed,fridge,no,cold,high,0.7
102475,Sausage,Meat,2,freezer,good,sealed,freezer,yes,normal,medium,0.72
102476,Banana,Fruits,6,room_temp,poor,sealed,open_shelf,yes,cold,high,0.22
102477,Cucumber,Vegetables,6,fridge,average,sealed,open_shelf,no,normal,medium,0.64
102478,Papaya,Fruits,3,room_temp,average,sealed,open_shelf,no,hot,high,0.67
102479,Bread,Bakery,4,room_temp,good,sealed,open_shelf,yes,normal,medium,0.68
102480,Paneer,Dairy,9,fridge,average,sealed,fridge,no,hot,high,0.25
102481,Cheese,Dairy,0,fridge,good,sealed,open_shelf,no,normal,medium,0.98
102482,Sausage,Meat,7,fridge,good,sealed,fridge,no,cold,medium,0.56
102483,Yogurt,Dairy,9,fridge,average,sealed,freezer,no,hot,high,0.28
102484,Potato,Vegetables,1,fridge,poor,open,open_shelf,no,normal,low,0.75
102485,Bun,Bakery,0,freezer,good,sealed,freezer,no,hot,medium,0.75
102486,Spinach,Vegetables,1,fridge,good,open,fridge,no,normal,high,0.93
102487,Butter,Dairy,6,fridge,average,sealed,fridge,no,normal,low,0.83
102488,Grapes,Fruits,3,room_temp,good,sealed,freezer,no,hot,high,0.7
102489,Mutton,Meat,7,freezer,average,sealed,open_shelf,no,normal,medium,0.61
102490,Muffin,Bakery,1,room_temp,average,open,open_shelf,no,hot,medium,0.81
102491,Croissant,Bakery,1,room_temp,good,open,open_shelf,yes,normal,medium,0.76
102492,Papaya,Fruits,11,room_temp,good,open,open_shelf,no,normal,high,0.22
102493,Cake,Bakery,0,room_temp,good,open,fridge,yes,hot,medium,0.65
102494,Banana,Fruits,9,room_temp,average,open,open_shelf,no,normal,high,0.25
102495,Muffin,Bakery,2,room_temp,good,open,open_shelf,no,normal,medium,0.92
102496,Mutton,Meat,0,freezer,good,sealed,freezer,yes,cold,medium,0.86
102497,Banana,Fruits,10,room_temp,average,open,open_shelf,no,normal,high,0.16
102498,Yogurt,Dairy,1,fridge,good,sealed,fridge,no,normal,high,0.96
102499,Bread,Bakery,1,room_temp,good,open,fridge,no,normal,medium,0.84
102500,Papaya,Fruits,6,room_temp,poor,open,open_shelf,no,normal,high,0.4
102501,Spinach,Vegetables,11,fridge,average,sealed,fridge,no,normal,high,0.14
102502,Cake,Bakery,4,room_temp,average,open,open_shelf,no,normal,medium,0.75
102503,Butter,Dairy,4,fridge,poor,sealed,open_shelf,no,hot,low,0.63
102504,Cucumber,Vegetables,7,fridge,good,open,fridge,no,cold,medium,0.73
102505,Grapes,Fruits,7,room_temp,good,open,open_shelf,no,cold,high,0.56
102506,Muffin,Bakery,0,room_temp,good,open,open_shelf,yes,cold,medium,0.81
102507,Papaya,Fruits,1,room_temp,good,sealed,fridge,no,normal,high,0.83
102508,Bun,Bakery,0,fridge,average,open,fridge,yes,normal,medium,0.5
102509,Paneer,Dairy,3,fridge,poor,sealed,fridge,no,hot,high,0.56
102510,Cheese,Dairy,6,fridge,good,sealed,fridge,yes,normal,medium,0.65
102511,Apple,Fruits,7,room_temp,average,sealed,open_shelf,no,normal,medium,0.66
102512,Cucumber,Vegetables,1,fridge,good,sealed,fridge,no,normal,medium,0.99
102513,Cucumber,Vegetables,0,room_temp,poor,open,open_shelf,no,normal,medium,0.62
102514,Bread,Bakery,3,room_temp,good,open,open_shelf,no,cold,medium,0.86
102515,Chicken Breast,Meat,1,freezer,poor,sealed,fridge,no,hot,high,0.67
102516,Bread,Bakery,2,room_temp,poor,open,open_shelf,no,normal,medium,0.72
102517,Bun,Bakery,3,room_temp,good,sealed,open_shelf,no,normal,medium,0.86
102518,Cucumber,Vegetables,2,fridge,poor,open,fridge,no,cold,medium,0.74
102519,Mutton,Meat,1,freezer,good,sealed,freezer,no,normal,medium,0.96
102520,Potato,Vegetables,9,fridge,average,sealed,fridge,no,hot,low,0.75
102521,Bun,Bakery,5,freezer,average,open,freezer,no,hot,medium,0.45
102522,Tomato,Vegetables,4,fridge,good,open,fridge,no,normal,medium,0.83
102523,Tomato,Vegetables,2,fridge,poor,open,freezer,no,normal,medium,0.66
102524,Banana,Fruits,0,room_temp,average,open,open_shelf,no,cold,high,0.9
102525,Cake,Bakery,3,room_temp,good,open,open_shelf,yes,hot,medium,0.63
102526,Yogurt,Dairy,2,fridge,average,sealed,fridge,no,normal,high,0.83
102527,Orange,Fruits,10,room_temp,average,open,open_shelf,no,cold,medium,0.57
102528,Croissant,Bakery,3,room_temp,good,open,open_shelf,no,hot,medium,0.81
102529,Croissant,Bakery,3,room_temp,average,open,open_shelf,no,hot,medium,0.73
102530,Cucumber,Vegetables,3,fridge,good,open,fridge,no,cold,medium,0.89
102531,Cheese,Dairy,7,fridge,good,sealed,fridge,no,hot,medium,0.69
102532,Tomato,Vegetables,0,fridge,good,open,fridge,no,normal,medium,0.99
102533,Spinach,Vegetables,8,fridge,good,open,fridge,no,normal,high,0.44
102534,Tomato,Vegetables,9,fridge,good,open,fridge,yes,normal,medium,0.44
102535,Sausage,Meat,7,fridge,good,sealed,fridge,no,normal,medium,0.54
102536,Paneer,Dairy,3,fridge,good,sealed,fridge,no,cold,high,0.85
102537,Sausage,Meat,7,freezer,poor,sealed,freezer,no,hot,medium,0.5
102538,Potato,Vegetables,9,fridge,average,open,fridge,no,normal,low,0.76
102539,Bun,Bakery,1,room_temp,good,open,open_shelf,no,normal,medium,0.91
102540,Cheese,Dairy,8,fridge,poor,sealed,fridge,no,normal,medium,0.61
102541,Mutton,Meat,4,freezer,average,sealed,freezer,no,normal,medium,0.77
102542,Milk,Dairy,3,fridge,good,sealed,fridge,yes,hot,high,0.54
102543,Yogurt,Dairy,9,fridge,average,sealed,fridge,no,normal,high,0.43
102544,Grapes,Fruits,0,room_temp,average,open,open_shelf,no,cold,high,0.92
102545,Cucumber,Vegetables,11,freezer,good,open,freezer,no,normal,medium,0.38
102546,Grapes,Fruits,7,room_temp,good,open,freezer,no,cold,high,0.53
102547,Bread,Bakery,5,fridge,poor,open,fridge,no,hot,medium,0.33
102548,Potato,Vegetables,11,fridge,average,sealed,freezer,no,hot,low,0.61
102549,Cucumber,Vegetables,3,fridge,good,sealed,fridge,no,cold,medium,0.88
102550,Mutton,Meat,0,freezer,good,sealed,freezer,no,normal,medium,0.97
102551,Cheese,Dairy,1,fridge,good,sealed,fridge,no,cold,medium,0.98
102552,Muffin,Bakery,2,room_temp,good,open,open_shelf,no,normal,medium,0.87
102553,Tomato,Vegetables,6,fridge,good,open,fridge,no,normal,medium,0.77
102554,Banana,Fruits,3,room_temp,good,open,open_shelf,no,cold,high,0.81
102555,Bread,Bakery,5,room_temp,average,open,open_shelf,no,hot,medium,0.61
102556,Potato,Vegetables,5,fridge,good,open,fridge,no,normal,low,0.91
102557,Banana,Fruits,3,room_temp,average,sealed,fridge,no,cold,high,0.68
102558,Sausage,Meat,2,freezer,good,sealed,freezer,no,hot,medium,0.85
102559,Grapes,Fruits,5,room_temp,average,open,open_shelf,no,cold,high,0.59
102560,Mutton,Meat,6,freezer,average,sealed,freezer,no,hot,medium,0.7
102561,Mutton,Meat,7,freezer,good,sealed,fridge,no,normal,medium,0.66
102562,Banana,Fruits,10,room_temp,good,open,open_shelf,no,hot,high,0.18
102563,Cheese,Dairy,4,fridge,good,sealed,fridge,no,hot,medium,0.8
102564,Bread,Bakery,2,room_temp,average,open,fridge,no,hot,medium,0.68
102565,Carrot,Vegetables,4,fridge,good,sealed,open_shelf,no,cold,low,0.86
102566,Papaya,Fruits,9,room_temp,good,open,open_shelf,no,cold,high,0.31
102567,Apple,Fruits,4,room_temp,good,sealed,freezer,no,hot,medium,0.73
102568,Muffin,Bakery,2,room_temp,average,open,open_shelf,no,normal,medium,0.87
102569,Bun,Bakery,4,room_temp,good,open,open_shelf,no,hot,medium,0.76
102570,Orange,Fruits,7,room_temp,average,open,open_shelf,no,hot,medium,0.54
102571,Apple,Fruits,4,room_temp,average,open,open_shelf,no,hot,medium,0.7
102572,Bread,Bakery,1,room_temp,good,open,open_shelf,no,hot,medium,0.89
102573,Spinach,Vegetables,7,fridge,good,open,open_shelf,no,hot,high,0.28
102574,Milk,Dairy,6,fridge,good,sealed,fridge,no,hot,high,0.53
102575,Bun,Bakery,5,room_temp,good,sealed,open_shelf,no,hot,medium,0.74
102576,Grapes,Fruits,6,room_temp,good,open,open_shelf,no,normal,high,0.65
102577,Milk,Dairy,1,fridge,good,sealed,fridge,no,hot,high,0.85
102578,Yogurt,Dairy,2,fridge,good,sealed,fridge,yes,cold,high,0.69
102579,Cheese,Dairy,0,fridge,good,sealed,fridge,no,hot,medium,0.99
102580,Grapes,Fruits,1,freezer,good,sealed,freezer,no,cold,high,0.8
102581,Banana,Fruits,9,room_temp,average,sealed,open_shelf,no,cold,high,0.33
102582,Papaya,Fruits,1,room_temp,average,sealed,open_shelf,no,normal,high,0.88
102583,Tomato,Vegetables,4,fridge,good,sealed,fridge,no,hot,medium,0.78
102584,Spinach,Vegetables,2,fridge,good,open,fridge,no,hot,high,0.77
102585,Bun,Bakery,2,room_temp,good,sealed,open_shelf,no,normal,medium,0.96
102586,Mutton,Meat,0,freezer,good,sealed,freezer,no,normal,medium,0.99
102587,Spinach,Vegetables,1,fridge,average,open,open_shelf,no,hot,high,0.61
102588,Spinach,Vegetables,4,fridge,good,sealed,open_shelf,no,hot,high,0.58
102589,Grapes,Fruits,3,room_temp,good,open,fridge,no,hot,high,0.64
102590,Sausage,Meat,7,room_temp,good,sealed,open_shelf,yes,hot,medium,0.3
102591,Papaya,Fruits,3,room_temp,good,open,open_shelf,yes,normal,high,0.59
102592,Mutton,Meat,5,freezer,good,sealed,open_shelf,no,normal,medium,0.72
102593,Croissant,Bakery,5,room_temp,good,open,freezer,yes,normal,medium,0.54
102594,Spinach,Vegetables,11,fridge,good,sealed,fridge,yes,cold,high,0.07
102595,Sausage,Meat,1,freezer,good,sealed,fridge,no,hot,medium,0.79
102596,Mutton,Meat,1,freezer,good,sealed,freezer,no,hot,medium,0.88
102597,Carrot,Vegetables,5,fridge,average,open,fridge,no,cold,low,0.84
102598,Sausage,Meat,5,freezer,good,sealed,open_shelf,no,hot,medium,0.69
102599,Grapes,Fruits,11,room_temp,good,open,open_shelf,no,hot,high,0.27
102600,Paneer,Dairy,5,fridge,average,sealed,freezer,no,cold,high,0.5
102601,Orange,Fruits,7,room_temp,good,open,open_shelf,no,normal,medium,0.74
102602,Minced Meat,Meat,4,freezer,good,sealed,freezer,no,cold,high,0.75
102603,Cheese,Dairy,7,fridge,good,sealed,fridge,no,hot,medium,0.68
102604,Croissant,Bakery,0,room_temp,good,open,fridge,no,normal,medium,0.86
102605,Butter,Dairy,1,fridge,good,sealed,fridge,no,normal,low,0.98
102606,Minced Meat,Meat,2,freezer,good,sealed,freezer,no,hot,high,0.82
102607,Banana,Fruits,9,room_temp,average,sealed,open_shelf,no,hot,high,0.24
102608,Tomato,Vegetables,9,fridge,good,open,fridge,no,normal,medium,0.65
102609,Muffin,Bakery,1,room_temp,good,open,open_shelf,no,cold,medium,0.98
102610,Bun,Bakery,0,room_temp,good,open,open_shelf,yes,normal,medium,0.78
102611,Chicken Breast,Meat,3,freezer,good,sealed,fridge,no,cold,high,0.71
